V6-NOSYSTEM-secrets-C-exploit	CONTROL	NOT_MEASURED	GIT_CONFIG_NOSYSTEM did not hide scratch-d072-secret.env on this machine
V6-NOSYSTEM-secrets	REQUIRED	NOT_MEASURED	NOSYSTEM exploit control did not hide the plant
V6-NOSYSTEM-vendor-C-potency-ls	CONTROL	PASS	unpinned ls-files listed scratch-d072-vendor.md before injection
V6-NOSYSTEM-vendor-C-potency-scan	CONTROL	PASS	consumer blocked visible scratch-d072-vendor.md
V6-NOSYSTEM-vendor-C-exploit	CONTROL	NOT_MEASURED	GIT_CONFIG_NOSYSTEM did not hide scratch-d072-vendor.md on this machine
V6-NOSYSTEM-vendor	REQUIRED	NOT_MEASURED	NOSYSTEM exploit control did not hide the plant
V6-HOME-secrets-C-potency-ls	CONTROL	PASS	unpinned ls-files listed scratch-d072-secret.env before injection
V6-HOME-secrets-C-potency-scan	CONTROL	PASS	consumer blocked visible scratch-d072-secret.env
V6-HOME-secrets-C-exploit	CONTROL	PASS	unpinned ls-files omitted scratch-d072-secret.env after HOME
V6-HOME-secrets	REQUIRED	PASS	consumer blocked scratch-d072-secret.env (rc=1)
V6-HOME-vendor-C-potency-ls	CONTROL	PASS	unpinned ls-files listed scratch-d072-vendor.md before injection
V6-HOME-vendor-C-potency-scan	CONTROL	PASS	consumer blocked visible scratch-d072-vendor.md
V6-HOME-vendor-C-exploit	CONTROL	PASS	unpinned ls-files omitted scratch-d072-vendor.md after HOME
V6-HOME-vendor	REQUIRED	PASS	consumer blocked scratch-d072-vendor.md (rc=1)
V6-XDG-secrets-C-potency-ls	CONTROL	PASS	unpinned ls-files listed scratch-d072-secret.env before injection
V6-XDG-secrets-C-potency-scan	CONTROL	PASS	consumer blocked visible scratch-d072-secret.env
V6-XDG-secrets-C-exploit	CONTROL	PASS	unpinned ls-files omitted scratch-d072-secret.env after XDG
V6-XDG-secrets	REQUIRED	PASS	consumer blocked scratch-d072-secret.env (rc=1)
V6-XDG-vendor-C-potency-ls	CONTROL	PASS	unpinned ls-files listed scratch-d072-vendor.md before injection
V6-XDG-vendor-C-potency-scan	CONTROL	PASS	consumer blocked visible scratch-d072-vendor.md
V6-XDG-vendor-C-exploit	CONTROL	PASS	unpinned ls-files omitted scratch-d072-vendor.md after XDG
V6-XDG-vendor	REQUIRED	PASS	consumer blocked scratch-d072-vendor.md (rc=1)
R2-C-unquoted	CONTROL	PASS	ASCII sibling usable; café path not a usable [ -f ] token (escaped=1)
R2-C-payload	CONTROL	PASS	vendor-honesty blocked ASCII sibling cafe-d072.md
R2-vendor	REQUIRED	PASS	vendor-honesty blocked café plant
R2-C-z	CONTROL	PASS	-z listing still contains raw café path; R2 is not a secrets hole here
R2-secrets	REQUIRED	NOT_MEASURED	-z did not drop the café path; R2 not claimed against secrets
R5-5-toplevel-gate	REQUIRED	NOT_MEASURED	skipped by --skip-toplevel
